,Country,Year,Value_union_x,MEASURE_x,Age group_x,Value_gini_cpi_x,Value_union_y,MEASURE_y,Age group_y,Value_gini_cpi_y
616,Canada,2014,26.4,GINI,Total population,0.313,29.3,CPI2010,Total population,107.46278909999998
617,Canada,2014,26.4,GINI,Total population,0.313,29.3,CPI2015,Total population,98.88728
618,Canada,2014,26.4,GINI,Total population,0.313,26.4,CPI2010,Total population,107.46278909999998
619,Canada,2014,26.4,GINI,Total population,0.313,26.4,CPI2015,Total population,98.88728
620,Canada,2015,29.4,GINI,Total population,0.318,29.4,CPI2010,Total population,108.67200420000002
621,Canada,2015,29.4,GINI,Total population,0.318,29.4,CPI2015,Total population,100.0
622,Canada,2015,29.4,GINI,Total population,0.318,26.5,CPI2010,Total population,108.67200420000002
623,Canada,2015,29.4,GINI,Total population,0.318,26.5,CPI2015,Total population,100.0
624,Canada,2015,26.5,GINI,Total population,0.318,29.4,CPI2010,Total population,108.67200420000002
625,Canada,2015,26.5,GINI,Total population,0.318,29.4,CPI2015,Total population,100.0
626,Canada,2015,26.5,GINI,Total population,0.318,26.5,CPI2010,Total population,108.67200420000002
627,Canada,2015,26.5,GINI,Total population,0.318,26.5,CPI2015,Total population,100.0
628,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
629,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
630,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
631,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
632,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
633,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
634,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
635,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
636,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
637,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
638,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
639,Ireland,2009,31.5,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
640,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
641,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
642,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
643,Ireland,2009,31.5,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
644,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
645,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
646,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
647,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
648,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
649,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
650,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
651,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
652,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
653,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2010,Total population,100.9306796
654,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
655,Ireland,2009,31.9,GINI,Total population,0.312,31.5,CPI2015,Total population,96.38674
656,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
657,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2010,Total population,100.9306796
658,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
659,Ireland,2009,31.9,GINI,Total population,0.312,31.9,CPI2015,Total population,96.38674
660,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
661,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
662,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
663,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
664,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
665,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
666,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
667,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
668,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
669,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
670,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
671,Ireland,2010,33.5,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
672,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
673,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
674,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
675,Ireland,2010,33.5,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
676,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
677,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
678,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
679,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
680,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
681,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
682,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
683,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
684,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
685,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2010,Total population,100.0
686,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
687,Ireland,2010,31.6,GINI,Total population,0.298,33.5,CPI2015,Total population,95.49796
688,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
689,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2010,Total population,100.0
690,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
691,Ireland,2010,31.6,GINI,Total population,0.298,31.6,CPI2015,Total population,95.49796
692,Ireland,2011,32.7,GINI,Total population,0.307,32.7,CPI2010,Total population,102.557196
693,Ireland,2011,32.7,GINI,Total population,0.307,32.7,CPI2010,Total population,102.557196
694,Ireland,2011,32.7,GINI,Total population,0.307,32.7,CPI2015,Total population,97.94003
695,Ireland,2011,32.7,GINI,Total population,0.307,32.7,CPI2015,Total population,97.94003
696,Ireland,2011,32.7,GINI,Total population,0.307,31.6,CPI2010,Total population,102.557196
697,Ireland,2011,32.7,GINI,Total population,0.307,31.6,CPI2010,Total population,102.557196
698,Ireland,2011,32.7,GINI,Total population,0.307,31.6,CPI2015,Total population,97.94003
699,Ireland,2011,32.7,GINI,Total population,0.307,31.6,CPI2015,Total population,97.94003
700,Ireland,2011,32.7,GINI,Total population,0.3,32.7,CPI2010,Total population,102.557196
701,Ireland,2011,32.7,GINI,Total population,0.3,32.7,CPI2010,Total population,102.557196
702,Ireland,2011,32.7,GINI,Total population,0.3,32.7,CPI2015,Total population,97.94003
703,Ireland,2011,32.7,GINI,Total population,0.3,32.7,CPI2015,Total population,97.94003
704,Ireland,2011,32.7,GINI,Total population,0.3,31.6,CPI2010,Total population,102.557196
705,Ireland,2011,32.7,GINI,Total population,0.3,31.6,CPI2010,Total population,102.557196
706,Ireland,2011,32.7,GINI,Total population,0.3,31.6,CPI2015,Total population,97.94003
707,Ireland,2011,32.7,GINI,Total population,0.3,31.6,CPI2015,Total population,97.94003
708,Ireland,2011,31.6,GINI,Total population,0.307,32.7,CPI2010,Total population,102.557196
709,Ireland,2011,31.6,GINI,Total population,0.307,32.7,CPI2010,Total population,102.557196
710,Ireland,2011,31.6,GINI,Total population,0.307,32.7,CPI2015,Total population,97.94003
711,Ireland,2011,31.6,GINI,Total population,0.307,32.7,CPI2015,Total population,97.94003
712,Ireland,2011,31.6,GINI,Total population,0.307,31.6,CPI2010,Total population,102.557196
713,Ireland,2011,31.6,GINI,Total population,0.307,31.6,CPI2010,Total population,102.557196
714,Ireland,2011,31.6,GINI,Total population,0.307,31.6,CPI2015,Total population,97.94003
715,Ireland,2011,31.6,GINI,Total population,0.307,31.6,CPI2015,Total population,97.94003
716,Ireland,2011,31.6,GINI,Total population,0.3,32.7,CPI2010,Total population,102.557196
717,Ireland,2011,31.6,GINI,Total population,0.3,32.7,CPI2010,Total population,102.557196
718,Ireland,2011,31.6,GINI,Total population,0.3,32.7,CPI2015,Total population,97.94003
719,Ireland,2011,31.6,GINI,Total population,0.3,32.7,CPI2015,Total population,97.94003
720,Ireland,2011,31.6,GINI,Total population,0.3,31.6,CPI2010,Total population,102.557196
721,Ireland,2011,31.6,GINI,Total population,0.3,31.6,CPI2010,Total population,102.557196
722,Ireland,2011,31.6,GINI,Total population,0.3,31.6,CPI2015,Total population,97.94003
723,Ireland,2011,31.6,GINI,Total population,0.3,31.6,CPI2015,Total population,97.94003
724,Ireland,2013,30.5,GINI,Total population,0.312,30.5,CPI2010,Total population,104.82737009999998
725,Ireland,2013,30.5,GINI,Total population,0.312,30.5,CPI2010,Total population,104.82737009999998
726,Ireland,2013,30.5,GINI,Total population,0.312,30.5,CPI2015,Total population,100.108
727,Ireland,2013,30.5,GINI,Total population,0.312,30.5,CPI2015,Total population,100.108
728,Ireland,2013,30.5,GINI,Total population,0.312,28.5,CPI2010,Total population,104.82737009999998
729,Ireland,2013,30.5,GINI,Total population,0.312,28.5,CPI2010,Total population,104.82737009999998
730,Ireland,2013,30.5,GINI,Total population,0.312,28.5,CPI2015,Total population,100.108
731,Ireland,2013,30.5,GINI,Total population,0.312,28.5,CPI2015,Total population,100.108
732,Ireland,2013,30.5,GINI,Total population,0.307,30.5,CPI2010,Total population,104.82737009999998
733,Ireland,2013,30.5,GINI,Total population,0.307,30.5,CPI2010,Total population,104.82737009999998
734,Ireland,2013,30.5,GINI,Total population,0.307,30.5,CPI2015,Total population,100.108
735,Ireland,2013,30.5,GINI,Total population,0.307,30.5,CPI2015,Total population,100.108
736,Ireland,2013,30.5,GINI,Total population,0.307,28.5,CPI2010,Total population,104.82737009999998
737,Ireland,2013,30.5,GINI,Total population,0.307,28.5,CPI2010,Total population,104.82737009999998
738,Ireland,2013,30.5,GINI,Total population,0.307,28.5,CPI2015,Total population,100.108
739,Ireland,2013,30.5,GINI,Total population,0.307,28.5,CPI2015,Total population,100.108
740,Ireland,2013,28.5,GINI,Total population,0.312,30.5,CPI2010,Total population,104.82737009999998
741,Ireland,2013,28.5,GINI,Total population,0.312,30.5,CPI2010,Total population,104.82737009999998
742,Ireland,2013,28.5,GINI,Total population,0.312,30.5,CPI2015,Total population,100.108
743,Ireland,2013,28.5,GINI,Total population,0.312,30.5,CPI2015,Total population,100.108
744,Ireland,2013,28.5,GINI,Total population,0.312,28.5,CPI2010,Total population,104.82737009999998
745,Ireland,2013,28.5,GINI,Total population,0.312,28.5,CPI2010,Total population,104.82737009999998
746,Ireland,2013,28.5,GINI,Total population,0.312,28.5,CPI2015,Total population,100.108
747,Ireland,2013,28.5,GINI,Total population,0.312,28.5,CPI2015,Total population,100.108
748,Ireland,2013,28.5,GINI,Total population,0.307,30.5,CPI2010,Total population,104.82737009999998
749,Ireland,2013,28.5,GINI,Total population,0.307,30.5,CPI2010,Total population,104.82737009999998
750,Ireland,2013,28.5,GINI,Total population,0.307,30.5,CPI2015,Total population,100.108
751,Ireland,2013,28.5,GINI,Total population,0.307,30.5,CPI2015,Total population,100.108
752,Ireland,2013,28.5,GINI,Total population,0.307,28.5,CPI2010,Total population,104.82737009999998
753,Ireland,2013,28.5,GINI,Total population,0.307,28.5,CPI2010,Total population,104.82737009999998
754,Ireland,2013,28.5,GINI,Total population,0.307,28.5,CPI2015,Total population,100.108
755,Ireland,2013,28.5,GINI,Total population,0.307,28.5,CPI2015,Total population,100.108
756,Ireland,2016,25.6,GINI,Total population,0.309,25.6,CPI2010,Total population,104.72297
757,Ireland,2016,25.6,GINI,Total population,0.309,25.6,CPI2015,Total population,100.0083
758,Ireland,2016,25.6,GINI,Total population,0.309,23.4,CPI2010,Total population,104.72297
759,Ireland,2016,25.6,GINI,Total population,0.309,23.4,CPI2015,Total population,100.0083
760,Ireland,2016,23.4,GINI,Total population,0.309,25.6,CPI2010,Total population,104.72297
761,Ireland,2016,23.4,GINI,Total population,0.309,25.6,CPI2015,Total population,100.0083
762,Ireland,2016,23.4,GINI,Total population,0.309,23.4,CPI2010,Total population,104.72297
763,Ireland,2016,23.4,GINI,Total population,0.309,23.4,CPI2015,Total population,100.0083
764,Ireland,2017,24.5,GINI,Total population,0.295,24.5,CPI2010,Total population,105.0796268
765,Ireland,2017,24.5,GINI,Total population,0.295,24.5,CPI2015,Total population,100.3489
766,Ireland,2017,24.5,GINI,Total population,0.295,24.3,CPI2010,Total population,105.0796268
767,Ireland,2017,24.5,GINI,Total population,0.295,24.3,CPI2015,Total population,100.3489
768,Ireland,2017,24.3,GINI,Total population,0.295,24.5,CPI2010,Total population,105.0796268
769,Ireland,2017,24.3,GINI,Total population,0.295,24.5,CPI2015,Total population,100.3489
770,Ireland,2017,24.3,GINI,Total population,0.295,24.3,CPI2010,Total population,105.0796268
771,Ireland,2017,24.3,GINI,Total population,0.295,24.3,CPI2015,Total population,100.3489
772,Chile,2009,14.4,GINI,Total population,0.51,14.4,CPI2010,Total population,98.60890177
773,Chile,2009,14.4,GINI,Total population,0.51,14.4,CPI2010,Total population,98.60890177
774,Chile,2009,14.4,GINI,Total population,0.51,14.4,CPI2015,Total population,83.28355
775,Chile,2009,14.4,GINI,Total population,0.51,14.4,CPI2015,Total population,83.28355
776,Chile,2009,14.4,GINI,Total population,0.48,14.4,CPI2010,Total population,98.60890177
777,Chile,2009,14.4,GINI,Total population,0.48,14.4,CPI2010,Total population,98.60890177
778,Chile,2009,14.4,GINI,Total population,0.48,14.4,CPI2015,Total population,83.28355
779,Chile,2009,14.4,GINI,Total population,0.48,14.4,CPI2015,Total population,83.28355
780,Chile,2011,14.5,GINI,Total population,0.503,14.5,CPI2010,Total population,103.3412169
781,Chile,2011,14.5,GINI,Total population,0.503,14.5,CPI2010,Total population,103.3412169
782,Chile,2011,14.5,GINI,Total population,0.503,14.5,CPI2015,Total population,87.28039
783,Chile,2011,14.5,GINI,Total population,0.503,14.5,CPI2015,Total population,87.28039
784,Chile,2011,14.5,GINI,Total population,0.471,14.5,CPI2010,Total population,103.3412169
785,Chile,2011,14.5,GINI,Total population,0.471,14.5,CPI2010,Total population,103.3412169
786,Chile,2011,14.5,GINI,Total population,0.471,14.5,CPI2015,Total population,87.28039
787,Chile,2011,14.5,GINI,Total population,0.471,14.5,CPI2015,Total population,87.28039
788,Chile,2013,14.8,GINI,Total population,0.465,14.8,CPI2010,Total population,108.3541197
789,Chile,2013,14.8,GINI,Total population,0.465,14.8,CPI2015,Total population,91.51421
790,Chile,2015,16.1,GINI,Total population,0.4539999999999999,16.1,CPI2010,Total population,118.40141509999998
791,Chile,2015,16.1,GINI,Total population,0.4539999999999999,16.1,CPI2015,Total population,100.0
792,Spain,2009,18.3,GINI,Total population,0.3329999999999999,18.3,CPI2010,Total population,98.23193341
793,Spain,2009,18.3,GINI,Total population,0.3329999999999999,18.3,CPI2015,Total population,92.2262
794,Spain,2009,18.3,GINI,Total population,0.3329999999999999,19.9,CPI2010,Total population,98.23193341
795,Spain,2009,18.3,GINI,Total population,0.3329999999999999,19.9,CPI2015,Total population,92.2262
796,Spain,2009,19.9,GINI,Total population,0.3329999999999999,18.3,CPI2010,Total population,98.23193341
797,Spain,2009,19.9,GINI,Total population,0.3329999999999999,18.3,CPI2015,Total population,92.2262
798,Spain,2009,19.9,GINI,Total population,0.3329999999999999,19.9,CPI2010,Total population,98.23193341
799,Spain,2009,19.9,GINI,Total population,0.3329999999999999,19.9,CPI2015,Total population,92.2262
800,Spain,2010,18.3,GINI,Total population,0.3389999999999999,18.3,CPI2010,Total population,100.0
801,Spain,2010,18.3,GINI,Total population,0.3389999999999999,18.3,CPI2015,Total population,93.88617
802,Spain,2010,18.3,GINI,Total population,0.3389999999999999,18.9,CPI2010,Total population,100.0
803,Spain,2010,18.3,GINI,Total population,0.3389999999999999,18.9,CPI2015,Total population,93.88617
804,Spain,2010,18.9,GINI,Total population,0.3389999999999999,18.3,CPI2010,Total population,100.0
805,Spain,2010,18.9,GINI,Total population,0.3389999999999999,18.3,CPI2015,Total population,93.88617
806,Spain,2010,18.9,GINI,Total population,0.3389999999999999,18.9,CPI2010,Total population,100.0
807,Spain,2010,18.9,GINI,Total population,0.3389999999999999,18.9,CPI2015,Total population,93.88617
808,Spain,2011,17.9,GINI,Total population,0.341,17.9,CPI2010,Total population,103.1961363
809,Spain,2011,17.9,GINI,Total population,0.341,17.9,CPI2015,Total population,96.8869
810,Spain,2012,18.2,GINI,Total population,0.3339999999999999,18.2,CPI2010,Total population,105.7203207
811,Spain,2012,18.2,GINI,Total population,0.3339999999999999,18.2,CPI2015,Total population,99.25676
812,Spain,2013,17.9,GINI,Total population,0.345,17.9,CPI2010,Total population,107.2094005
813,Spain,2013,17.9,GINI,Total population,0.345,17.9,CPI2015,Total population,100.6548
814,Spain,2014,16.8,GINI,Total population,0.3429999999999999,16.8,CPI2010,Total population,107.0477153
815,Spain,2014,16.8,GINI,Total population,0.3429999999999999,16.8,CPI2015,Total population,100.503
816,Spain,2015,15.2,GINI,Total population,0.344,15.2,CPI2010,Total population,106.5119602
817,Spain,2015,15.2,GINI,Total population,0.344,15.2,CPI2015,Total population,100.0
818,Spain,2016,14.8,GINI,Total population,0.341,14.8,CPI2010,Total population,106.2960924
819,Spain,2016,14.8,GINI,Total population,0.341,14.8,CPI2015,Total population,99.79733
820,Spain,2017,14.2,GINI,Total population,0.3329999999999999,14.2,CPI2010,Total population,108.3753869
821,Spain,2017,14.2,GINI,Total population,0.3329999999999999,14.2,CPI2015,Total population,101.7495
822,Spain,2018,13.6,GINI,Total population,0.33,13.6,CPI2010,Total population,110.1906703
823,Spain,2018,13.6,GINI,Total population,0.33,13.6,CPI2015,Total population,103.4538
824,Finland,2009,71.1,GINI,Total population,0.259,71.1,CPI2010,Total population,98.82971434
825,Finland,2009,71.1,GINI,Total population,0.259,71.1,CPI2010,Total population,98.82971434
826,Finland,2009,71.1,GINI,Total population,0.259,71.1,CPI2015,Total population,90.84034
827,Finland,2009,71.1,GINI,Total population,0.259,71.1,CPI2015,Total population,90.84034
828,Finland,2009,71.1,GINI,Total population,0.259,65.7,CPI2010,Total population,98.82971434
829,Finland,2009,71.1,GINI,Total population,0.259,65.7,CPI2010,Total population,98.82971434
830,Finland,2009,71.1,GINI,Total population,0.259,65.7,CPI2015,Total population,90.84034
831,Finland,2009,71.1,GINI,Total population,0.259,65.7,CPI2015,Total population,90.84034
832,Finland,2009,71.1,GINI,Total population,0.26,71.1,CPI2010,Total population,98.82971434
833,Finland,2009,71.1,GINI,Total population,0.26,71.1,CPI2010,Total population,98.82971434
834,Finland,2009,71.1,GINI,Total population,0.26,71.1,CPI2015,Total population,90.84034
835,Finland,2009,71.1,GINI,Total population,0.26,71.1,CPI2015,Total population,90.84034
836,Finland,2009,71.1,GINI,Total population,0.26,65.7,CPI2010,Total population,98.82971434
837,Finland,2009,71.1,GINI,Total population,0.26,65.7,CPI2010,Total population,98.82971434
838,Finland,2009,71.1,GINI,Total population,0.26,65.7,CPI2015,Total population,90.84034
839,Finland,2009,71.1,GINI,Total population,0.26,65.7,CPI2015,Total population,90.84034
840,Finland,2009,65.7,GINI,Total population,0.259,71.1,CPI2010,Total population,98.82971434
841,Finland,2009,65.7,GINI,Total population,0.259,71.1,CPI2010,Total population,98.82971434
842,Finland,2009,65.7,GINI,Total population,0.259,71.1,CPI2015,Total population,90.84034
843,Finland,2009,65.7,GINI,Total population,0.259,71.1,CPI2015,Total population,90.84034
844,Finland,2009,65.7,GINI,Total population,0.259,65.7,CPI2010,Total population,98.82971434
845,Finland,2009,65.7,GINI,Total population,0.259,65.7,CPI2010,Total population,98.82971434
846,Finland,2009,65.7,GINI,Total population,0.259,65.7,CPI2015,Total population,90.84034
847,Finland,2009,65.7,GINI,Total population,0.259,65.7,CPI2015,Total population,90.84034
848,Finland,2009,65.7,GINI,Total population,0.26,71.1,CPI2010,Total population,98.82971434
849,Finland,2009,65.7,GINI,Total population,0.26,71.1,CPI2010,Total population,98.82971434
850,Finland,2009,65.7,GINI,Total population,0.26,71.1,CPI2015,Total population,90.84034
851,Finland,2009,65.7,GINI,Total population,0.26,71.1,CPI2015,Total population,90.84034
852,Finland,2009,65.7,GINI,Total population,0.26,65.7,CPI2010,Total population,98.82971434
853,Finland,2009,65.7,GINI,Total population,0.26,65.7,CPI2010,Total population,98.82971434
854,Finland,2009,65.7,GINI,Total population,0.26,65.7,CPI2015,Total population,90.84034
855,Finland,2009,65.7,GINI,Total population,0.26,65.7,CPI2015,Total population,90.84034
856,Finland,2010,70.3,GINI,Total population,0.264,70.3,CPI2010,Total population,100.0
857,Finland,2010,70.3,GINI,Total population,0.264,70.3,CPI2010,Total population,100.0
858,Finland,2010,70.3,GINI,Total population,0.264,70.3,CPI2015,Total population,91.91602
859,Finland,2010,70.3,GINI,Total population,0.264,70.3,CPI2015,Total population,91.91602
860,Finland,2010,70.3,GINI,Total population,0.264,64.7,CPI2010,Total population,100.0
861,Finland,2010,70.3,GINI,Total population,0.264,64.7,CPI2010,Total population,100.0
862,Finland,2010,70.3,GINI,Total population,0.264,64.7,CPI2015,Total population,91.91602
863,Finland,2010,70.3,GINI,Total population,0.264,64.7,CPI2015,Total population,91.91602
864,Finland,2010,70.3,GINI,Total population,0.265,70.3,CPI2010,Total population,100.0
865,Finland,2010,70.3,GINI,Total population,0.265,70.3,CPI2010,Total population,100.0
866,Finland,2010,70.3,GINI,Total population,0.265,70.3,CPI2015,Total population,91.91602
867,Finland,2010,70.3,GINI,Total population,0.265,70.3,CPI2015,Total population,91.91602
868,Finland,2010,70.3,GINI,Total population,0.265,64.7,CPI2010,Total population,100.0
869,Finland,2010,70.3,GINI,Total population,0.265,64.7,CPI2010,Total population,100.0
870,Finland,2010,70.3,GINI,Total population,0.265,64.7,CPI2015,Total population,91.91602
871,Finland,2010,70.3,GINI,Total population,0.265,64.7,CPI2015,Total population,91.91602
872,Finland,2010,64.7,GINI,Total population,0.264,70.3,CPI2010,Total population,100.0
873,Finland,2010,64.7,GINI,Total population,0.264,70.3,CPI2010,Total population,100.0
874,Finland,2010,64.7,GINI,Total population,0.264,70.3,CPI2015,Total population,91.91602
875,Finland,2010,64.7,GINI,Total population,0.264,70.3,CPI2015,Total population,91.91602
876,Finland,2010,64.7,GINI,Total population,0.264,64.7,CPI2010,Total population,100.0
877,Finland,2010,64.7,GINI,Total population,0.264,64.7,CPI2010,Total population,100.0
878,Finland,2010,64.7,GINI,Total population,0.264,64.7,CPI2015,Total population,91.91602
879,Finland,2010,64.7,GINI,Total population,0.264,64.7,CPI2015,Total population,91.91602
880,Finland,2010,64.7,GINI,Total population,0.265,70.3,CPI2010,Total population,100.0
881,Finland,2010,64.7,GINI,Total population,0.265,70.3,CPI2010,Total population,100.0
882,Finland,2010,64.7,GINI,Total population,0.265,70.3,CPI2015,Total population,91.91602
883,Finland,2010,64.7,GINI,Total population,0.265,70.3,CPI2015,Total population,91.91602
884,Finland,2010,64.7,GINI,Total population,0.265,64.7,CPI2010,Total population,100.0
885,Finland,2010,64.7,GINI,Total population,0.265,64.7,CPI2010,Total population,100.0
886,Finland,2010,64.7,GINI,Total population,0.265,64.7,CPI2015,Total population,91.91602
887,Finland,2010,64.7,GINI,Total population,0.265,64.7,CPI2015,Total population,91.91602
888,Finland,2011,69.5,GINI,Total population,0.264,69.5,CPI2010,Total population,103.4168037
889,Finland,2011,69.5,GINI,Total population,0.264,69.5,CPI2010,Total population,103.4168037
890,Finland,2011,69.5,GINI,Total population,0.264,69.5,CPI2015,Total population,95.05661
891,Finland,2011,69.5,GINI,Total population,0.264,69.5,CPI2015,Total population,95.05661
892,Finland,2011,69.5,GINI,Total population,0.264,64.2,CPI2010,Total population,103.4168037
893,Finland,2011,69.5,GINI,Total population,0.264,64.2,CPI2010,Total population,103.4168037
894,Finland,2011,69.5,GINI,Total population,0.264,64.2,CPI2015,Total population,95.05661
895,Finland,2011,69.5,GINI,Total population,0.264,64.2,CPI2015,Total population,95.05661
896,Finland,2011,69.5,GINI,Total population,0.265,69.5,CPI2010,Total population,103.4168037
897,Finland,2011,69.5,GINI,Total population,0.265,69.5,CPI2010,Total population,103.4168037
898,Finland,2011,69.5,GINI,Total population,0.265,69.5,CPI2015,Total population,95.05661
899,Finland,2011,69.5,GINI,Total population,0.265,69.5,CPI2015,Total population,95.05661
900,Finland,2011,69.5,GINI,Total population,0.265,64.2,CPI2010,Total population,103.4168037
901,Finland,2011,69.5,GINI,Total population,0.265,64.2,CPI2010,Total population,103.4168037
902,Finland,2011,69.5,GINI,Total population,0.265,64.2,CPI2015,Total population,95.05661
903,Finland,2011,69.5,GINI,Total population,0.265,64.2,CPI2015,Total population,95.05661
904,Finland,2011,64.2,GINI,Total population,0.264,69.5,CPI2010,Total population,103.4168037
905,Finland,2011,64.2,GINI,Total population,0.264,69.5,CPI2010,Total population,103.4168037
906,Finland,2011,64.2,GINI,Total population,0.264,69.5,CPI2015,Total population,95.05661
907,Finland,2011,64.2,GINI,Total population,0.264,69.5,CPI2015,Total population,95.05661
908,Finland,2011,64.2,GINI,Total population,0.264,64.2,CPI2010,Total population,103.4168037
909,Finland,2011,64.2,GINI,Total population,0.264,64.2,CPI2010,Total population,103.4168037
910,Finland,2011,64.2,GINI,Total population,0.264,64.2,CPI2015,Total population,95.05661
911,Finland,2011,64.2,GINI,Total population,0.264,64.2,CPI2015,Total population,95.05661
912,Finland,2011,64.2,GINI,Total population,0.265,69.5,CPI2010,Total population,103.4168037
913,Finland,2011,64.2,GINI,Total population,0.265,69.5,CPI2010,Total population,103.4168037
914,Finland,2011,64.2,GINI,Total population,0.265,69.5,CPI2015,Total population,95.05661
915,Finland,2011,64.2,GINI,Total population,0.265,69.5,CPI2015,Total population,95.05661
916,Finland,2011,64.2,GINI,Total population,0.265,64.2,CPI2010,Total population,103.4168037
917,Finland,2011,64.2,GINI,Total population,0.265,64.2,CPI2010,Total population,103.4168037
918,Finland,2011,64.2,GINI,Total population,0.265,64.2,CPI2015,Total population,95.05661
919,Finland,2011,64.2,GINI,Total population,0.265,64.2,CPI2015,Total population,95.05661
920,Finland,2012,69.6,GINI,Total population,0.26,69.6,CPI2010,Total population,106.3210853
921,Finland,2012,69.6,GINI,Total population,0.26,69.6,CPI2010,Total population,106.3210853
922,Finland,2012,69.6,GINI,Total population,0.26,69.6,CPI2015,Total population,97.72611
923,Finland,2012,69.6,GINI,Total population,0.26,69.6,CPI2015,Total population,97.72611
